"3D Secure Status","3D Secure Status"
"This trade does not store or transmit data credit card or debit card. The data are sent via a secure, encrypted channel platform PAYCOMET","This trade does not store or transmit data credit card or debit card. The data are sent via a secure, encrypted channel platform PAYCOMET"
"Related Cards","Related Cards"
"At any time, the user can add or remove data from your linked card. In the My Account section, you will see a section -My cards- where the cards will be stored and may be removed","At any time, the user can add or remove data from your linked card. In the My Account section, you will see a section -My cards- where the cards will be stored and may be removed"
"Security Policy","Security Policy"
"All transaction information is transmitted between this site and PAYCOMET systems is encrypted using 256-bit SSL certificates. All cardholder information is transmitted encrypted and all messages sent to your servers from PAYCOMET signed using SHA hashing to prevent tampering. The information is transmitted to servers PAYCOMET can not probe, scan, used or modified by any external to gain access to confidential information","All transaction information is transmitted between this site and PAYCOMET systems is encrypted using 256-bit SSL certificates. All cardholder information is transmitted encrypted and all messages sent to your servers from PAYCOMET signed using SHA hashing to prevent tampering. The information is transmitted to servers PAYCOMET can not probe, scan, used or modified by any external to gain access to confidential information"
"Encryption and Data Storage","Encryption and Data Storage"
"Once PAYCOMET systems, confidential information is protected using standard 1024-bit encryption. Encryption keys are kept in high security systems with double authentication volatile and which precludes their extraction. Banks, security agents and banks perform regular audits to ensure data protection","Once PAYCOMET systems, confidential information is protected using standard 1024-bit encryption. Encryption keys are kept in high security systems with double authentication volatile and which precludes their extraction. Banks, security agents and banks perform regular audits to ensure data protection"
"System Safety","System Safety"
"PAYCOMET systems are reviewed quarterly by specific tools ISO, a Qualified Qualified Security Assessor (QSA) and an independent approved scanning vendor (ASV) for the payment card brands","PAYCOMET systems are reviewed quarterly by specific tools ISO, a Qualified Qualified Security Assessor (QSA) and an independent approved scanning vendor (ASV) for the payment card brands"
"PAYCOMET also subject to an annual audit by the standards of data security (PCI DSS) and Payment Card Industry is a provider of payment services fully approved Level 1, which is the highest level of compliance","PAYCOMET also subject to an annual audit by the standards of data security (PCI DSS) and Payment Card Industry is a provider of payment services fully approved Level 1, which is the highest level of compliance"
"Links to banks","Links to banks"
"PAYCOMET has multiple private links to banking networks that are completely independent of the Internet and which do not cross any public access network. Any cardholder information sent to the banks and all messages sent in response authorization are protected and can not be manipulated","PAYCOMET has multiple private links to banking networks that are completely independent of the Internet and which do not cross any public access network. Any cardholder information sent to the banks and all messages sent in response authorization are protected and can not be manipulated"
"Internal security","Internal security"
"PAYCOMET is audited access controls production environments. The CPD stay where systems operate according to the requirements for Tier III centers. This ensures that safety is not put at risk at any time. It has sophisticated alarm systems, surveillance and closed circuit TV security guards present 24 hours a day, 7 days a week on site, as well as monitoring and a rigorous maintenance. All transaction information and customer card is protected even our own employees","PAYCOMET is audited access controls production environments. The CPD stay where systems operate according to the requirements for Tier III centers. This ensures that safety is not put at risk at any time. It has sophisticated alarm systems, surveillance and closed circuit TV security guards present 24 hours a day, 7 days a week on site, as well as monitoring and a rigorous maintenance. All transaction information and customer card is protected even our own employees"
"Disaster Recovery","Disaster Recovery"
"PAYCOMET has hosted Backup systems in different countries to ensure optimal safety systems and high availability. It also has a policy of commercial below and complete disaster recovery","PAYCOMET has hosted Backup systems in different countries to ensure optimal safety systems and high availability. It also has a policy of commercial below and complete disaster recovery"
"No error","No error"
"Error","Error"
"Expired credit card","Expired credit card"
"Credit card blacklisted","Credit card blacklisted"
"Operation not allowed for the credit card type","Operation not allowed for the credit card type"
"Please call the credit card issuer","Please call the credit card issuer"
"Unexpected error","Unexpected error"
"Insufficient funds","Insufficient funds"
"Credit card not registered or not logged by the issuer","Credit card not registered or not logged by the issuer"
"Data error. Validation Code","Data error. Validation Code"
"PAN Check Error","PAN Check Error"
"Expiry date error","Expiry date error"
"Data error","Data error"
"CVC2 block incorrect","CVC2 block incorrect"
"Please call the credit card issuer","Please call the credit card issuer"
"Credit card not valid","Credit card not valid"
"The credit card has credit restrictions","The credit card has credit restrictions"
"Card issuer could not validate card owner","Card issuer could not validate card owner"
"Payment not allowed in off-line authorization","Payment not allowed in off-line authorization"
"Expired credit card. Please capture card","Expired credit card. Please capture card"
"Credit card blacklisted. Please capture card","Credit card blacklisted. Please capture card"
"Credit card lost or stolen. Please capture card","Credit card lost or stolen. Please capture card"
"Error in CVC2. Please capture card","Error in CVC2. Please capture card"
"Error en Pre-Transaction process. Try again later.","Error en Pre-Transaction process. Try again later."
"Operation denied. Please capture card","Operation denied. Please capture card"
"Closing with agreement","Closing with agreement"
"Closing without agreement","Closing without agreement"
"Cannot close right now","Cannot close right now"
"Invalid parameter","Invalid parameter"
"Transactions were not accomplished","Transactions were not accomplished"
"Duplicated internal reference","Duplicated internal reference"
"Original operation not found. Could not refund","Original operation not found. Could not refund"
"Expired preauthorization","Expired preauthorization"
"Operation not valid with selected currency","Operation not valid with selected currency"
"Error in message format","Error in message format"
"Message not recognized by the system","Message not recognized by the system"
"CVC2 block incorrect","CVC2 block incorrect"
"Credit card not valid","Credit card not valid"
"Gateway message error","Gateway message error"
"Gateway format error","Gateway format error"
"Credit card does not exist","Credit card does not exist"
"Amount zero or not valid","Amount zero or not valid"
"Operation canceled","Operation canceled"
"Authentification error","Authentification error"
"Denegation by security level","Denegation by security level"
"Error in PUC message. Please contact PAYCOMET","Error in PUC message. Please contact PAYCOMET"
"System error","System error"
"Duplicated transaction","Duplicated transaction"
"MAC error","MAC error"
"Settlement rejected","Settlement rejected"
"System date/time not synchronized","System date/time not synchronized"
"Invalid card expiration date","Invalid card expiration date"
"Could not find any preauthorization with given data","Could not find any preauthorization with given data"
"Cannot find requested data","Cannot find requested data"
"Cannot operate with given credit card","Cannot operate with given credit card"
"This method requires activation of the VHASH protocol","This method requires activation of the VHASH protocol"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Transaction already cancelled","Transaction already cancelled"
"Transaction originally denied","Transaction originally denied"
"Confirmation data not valid","Confirmation data not valid"
"Unexpected error","Unexpected error"
"Transaction still in process","Transaction still in process"
"Unexpected error","Unexpected error"
"Refund is not possible","Refund is not possible"
"Unexpected error","Unexpected error"
"Card issuer not available right now. Please try again later","Card issuer not available right now. Please try again later"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"TransactionType desconocido","TransactionType desconocido"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Not cancelable operation","Not cancelable operation"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Could not find the previous operation","Could not find the previous operation"
"Data inconsistency in cancellation validation","Data inconsistency in cancellation validation"
"Delayed payment code does not exists","Delayed payment code does not exists"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Credit card does not allow preauthorizations","Credit card does not allow preauthorizations"
"Data inconsistency in confirmation","Data inconsistency in confirmation"
"Unexpected error","Unexpected error"
"Unexpected error","Unexpected error"
"Refund operation not correctly specified","Refund operation not correctly specified"
"Online communication incorrect","Online communication incorrect"
"Denied operation","Denied operation"
"Account not found. Review your settings","Account not found. Review your settings"
"User not found. Please contact your administrator","User not found. Please contact your administrator"
"External provider signature error. Contact your service provider","External provider signature error. Contact your service provider"
"Signature not valid. Please review your settings","Signature not valid. Please review your settings"
"Forbidden access","Forbidden access"
"Invalid credit card format","Invalid credit card format"
"Data error: Validation code","Data error: Validation code"
"Data error: Expiration date","Data error: Expiration date"
"Preauthorization reference not found","Preauthorization reference not found"
"Preauthorization data could not be found","Preauthorization data could not be found"
"Could not send cancellation. Please try again later","Could not send cancellation. Please try again later"
"Could not connect to host","Could not connect to host"
"Could not resolve proxy address","Could not resolve proxy address"
"Could not resolve host","Could not resolve host"
"Initialization failed","Initialization failed"
"Could not find HTTP resource","Could not find HTTP resource"
"The HTTP options range is not valid","The HTTP options range is not valid"
"The POST is not correctly built","The POST is not correctly built"
"The username is not correctly formatted","The username is not correctly formatted"
"Operation timeout exceeded","Operation timeout exceeded"
"Insufficient memory","Insufficient memory"
"Could not connect to SSL host","Could not connect to SSL host"
"Protocol not supported","Protocol not supported"
"Given URL is not correctly formatted and cannot be used","Given URL is not correctly formatted and cannot be used"
"URL user is not correctly formatted","URL user is not correctly formatted"
"Cannot register available resources to complete current operation","Cannot register available resources to complete current operation"
"Duplicated external reference","Duplicated external reference"
"Total refunds cannot exceed original payment","Total refunds cannot exceed original payment"
"Account not active. Please contact PAYCOMET","Account not active. Please contact PAYCOMET"
"Account still not certified. Please contact PAYCOMET","Account still not certified. Please contact PAYCOMET"
"Product is marked for deletion and cannot be used","Product is marked for deletion and cannot be used"
"Insufficient rights","Insufficient rights"
"Product cannot be used under test environment","Product cannot be used under test environment"
"Product cannot be used under production environment","Product cannot be used under production environment"
"It was not possible to send the refund request","It was not possible to send the refund request"
"Error in field operation origin IP","Error in field operation origin IP"
"Error in XML format","Error in XML format"
"Root element is not correct","Root element is not correct"
"Field DS_MERCHANT_AMOUNT incorrect","Field DS_MERCHANT_AMOUNT incorrect"
"Field DS_MERCHANT_ORDER incorrect","Field DS_MERCHANT_ORDER incorrect"
"Field DS_MERCHANT_MERCHANTCODE incorrect","Field DS_MERCHANT_MERCHANTCODE incorrect"
"Field DS_MERCHANT_CURRENCY incorrect","Field DS_MERCHANT_CURRENCY incorrect"
"Field DS_MERCHANT_PAN incorrect","Field DS_MERCHANT_PAN incorrect"
"Field DS_MERCHANT_CVV2 incorrect","Field DS_MERCHANT_CVV2 incorrect"
"Field DS_MERCHANT_TRANSACTIONTYPE incorrect","Field DS_MERCHANT_TRANSACTIONTYPE incorrect"
"Field DS_MERCHANT_TERMINAL incorrect","Field DS_MERCHANT_TERMINAL incorrect"
"Field DS_MERCHANT_EXPIRYDATE incorrect","Field DS_MERCHANT_EXPIRYDATE incorrect"
"Field DS_MERCHANT_MERCHANTSIGNATURE incorrect","Field DS_MERCHANT_MERCHANTSIGNATURE incorrect"
"Field DS_ORIGINAL_IP incorrect","Field DS_ORIGINAL_IP incorrect"
"Client not found","Client not found"
"Preauthorization amount cannot be greater than previous preauthorization amount","Preauthorization amount cannot be greater than previous preauthorization amount"
"Unexpected error","Unexpected error"
"Card diary limit exceeds","Card diary limit exceeds"
"ACCOUNT field error","ACCOUNT field error"
"USERCODE field error","USERCODE field error"
"TERMINAL field error","TERMINAL field error"
"OPERATION field error","OPERATION field error"
"REFERENCE field error","REFERENCE field error"
"AMOUNT field error","AMOUNT field error"
"CURRENCY field error","CURRENCY field error"
"SIGNATURE field error","SIGNATURE field error"
"Operation unavailable","Operation unavailable"
"Client not found","Client not found"
"User not found. Contact PAYCOMET","User not found. Contact PAYCOMET"
"Invalid signature. Please check your configuration","Invalid signature. Please check your configuration"
"Operation not available with the specified user","Operation not available with the specified user"
"Invalid operation in a currency other than Euro","Invalid operation in a currency other than Euro"
"Quantity zero or invalid","Quantity zero or invalid"
"Current currency conversion invalid","Current currency conversion invalid"
"Invalid amount","Invalid amount"
"Product not found","Product not found"
"Invalid operation with the current currency","Invalid operation with the current currency"
"Invalid operation with a different article of the Euro currency","Invalid operation with a different article of the Euro currency"
"Info button corrupt","Info button corrupt"
"The subscription may not exceed the expiration date of the card","The subscription may not exceed the expiration date of the card"
"DS_EXECUTE can not be true if DS_SUBSCRIPTION_STARTDATE is different from today.","DS_EXECUTE can not be true if DS_SUBSCRIPTION_STARTDATE is different from today."
"PAYCOMET_OPERATIONS_MERCHANTCODE field error","PAYCOMET_OPERATIONS_MERCHANTCODE field error"
"PAYCOMET_OPERATIONS_TERMINAL must be Array","PAYCOMET_OPERATIONS_TERMINAL must be Array"
"PAYCOMET_OPERATIONS_OPERATIONS must be Array","PAYCOMET_OPERATIONS_OPERATIONS must be Array"
"PAYCOMET_OPERATIONS_SIGNATURE field error","PAYCOMET_OPERATIONS_SIGNATURE field error"
"Can not find any of the PAYCOMET_OPERATIONS_TERMINAL","Can not find any of the PAYCOMET_OPERATIONS_TERMINAL"
"Error in the date range requested","Error in the date range requested"
"The application can not have a length greater than 2 years","The application can not have a length greater than 2 years"
"The operation state is incorrect","The operation state is incorrect"
"Error in the amounts of the search","Error in the amounts of the search"
"The type of operation requested does not exist","The type of operation requested does not exist"
"Sort Order unrecognized","Sort Order unrecognized"
"PAYCOMET_OPERATIONS_SORTORDER unrecognized","PAYCOMET_OPERATIONS_SORTORDER unrecognized"
"Subscription start date wrong","Subscription start date wrong"
"Subscription end date wrong","Subscription end date wrong"
"Frequency error in the subscription","Frequency error in the subscription"
"Invalid usuarioXML","Invalid usuarioXML"
"Invalid codigoCliente","Invalid codigoCliente"
"Invalid usuarios parameter","Invalid usuarios parameter"
"Invalid firma parameter","Invalid firma parameter"
"Invalid usuarios parameter format","Invalid usuarios parameter format"
"Invalid type","Invalid type"
"Invalid name","Invalid name"
"Invalid surname","Invalid surname"
"Invalid email","Invalid email"
"Invalid password","Invalid password"
"Invalid language","Invalid language"
"Invalid maxamount","Invalid maxamount"
"Invalid multicurrency","Invalid multicurrency"
"Invalid permissions_specs. Format not allowed","Invalid permissions_specs. Format not allowed"
"Invalid permissions_products. Format not allowed","Invalid permissions_products. Format not allowed"
"Invalid email. Format not allowed","Invalid email. Format not allowed"
"Weak or invalid password","Weak or invalid password"
"Invalid value for type parameter","Invalid value for type parameter"
"Invalid value for language parameter","Invalid value for language parameter"
"Invalid format for maxamount parameter","Invalid format for maxamount parameter"
"Invalid multicurrency. Format not allowed","Invalid multicurrency. Format not allowed"
"Invalid permission_id – permissions_specs. Not allowed","Invalid permission_id – permissions_specs. Not allowed"
"Invalid user","Invalid user"
"Invalid credentials","Invalid credentials"
"Account not found","Account not found"
"User not found","User not found"
"Invalid signature","Invalid signature"
"Account without products","Account without products"
"Invalid product_id - permissions_products. Not allowed","Invalid product_id - permissions_products. Not allowed"
"Invalid permission_id -permissions_products. Not allowed","Invalid permission_id -permissions_products. Not allowed"
"Minimun limit not allowed","Minimun limit not allowed"
"Maximun limit not allowed","Maximun limit not allowed"
"Daily limit not allowed","Daily limit not allowed"
"Monthly limit not allowed","Monthly limit not allowed"
"Max amount (same card / last 24 h.) not allowed","Max amount (same card / last 24 h.) not allowed"
"Max amount (same card / last 24 h. / same IP address) not allowed","Max amount (same card / last 24 h. / same IP address) not allowed"
"Day / IP address limit (all cards) not allowed","Day / IP address limit (all cards) not allowed"
"Country (merchant IP address) not allowed","Country (merchant IP address) not allowed"
"Card type (credit / debit) not allowed","Card type (credit / debit) not allowed"
"Card brand not allowed","Card brand not allowed"
"Card Category not allowed","Card Category not allowed"
"Authorization from different country than card issuer not allowed","Authorization from different country than card issuer not allowed"
"Denied. Filter: Card country issuer not allowed","Denied. Filter: Card country issuer not allowed"
"Scoring limit exceeded","Scoring limit exceeded"
"Denied. Filter: same card different country last 24 h.","Denied. Filter: same card different country last 24 h."
"Number of erroneous consecutive attempts with the same card exceeded","Number of erroneous consecutive attempts with the same card exceeded"
"Number of failed attempts (last 30 minutes) from the same ip address exceeded","Number of failed attempts (last 30 minutes) from the same ip address exceeded"
"Wrong or not configured PayPal credentials","Wrong or not configured PayPal credentials"
"Wrong token received","Wrong token received"
"Can not perform the operation","Can not perform the operation"
"ProviderID not available","ProviderID not available"
"Operations parameter missing or not in a correct format","Operations parameter missing or not in a correct format"
"PaycometMerchant parameter missing","PaycometMerchant parameter missing"
"MerchatID parameter missing","MerchatID parameter missing"
"TerminalID parameter missing","TerminalID parameter missing"
"TpvID parameter missing","TpvID parameter missing"
"OperationType parameter missing","OperationType parameter missing"
"OperationResult parameter missing","OperationResult parameter missing"
"OperationAmount parameter missing","OperationAmount parameter missing"
"OperationCurrency parameter missing","OperationCurrency parameter missing"
"OperationDatetime parameter missing","OperationDatetime parameter missing"
"OriginalAmount parameter missing","OriginalAmount parameter missing"
"Pan parameter missing","Pan parameter missing"
"ExpiryDate parameter missing","ExpiryDate parameter missing"
"Reference parameter missing","Reference parameter missing"
"Signature parameter missing","Signature parameter missing"
"OriginalIP parameter missing or not in a correct format","OriginalIP parameter missing or not in a correct format"
"Authcode / errorCode parameter missing","Authcode / errorCode parameter missing"
"Product of the operation missing","Product of the operation missing"
"The type of operation is not supported","The type of operation is not supported"
"The result of the operation is not supported","The result of the operation is not supported"
"The transaction currency is not supported","The transaction currency is not supported"
"The date of the transaction is not in a correct format","The date of the transaction is not in a correct format"
"The signature is not correct","The signature is not correct"
"Can not find the associated account information","Can not find the associated account information"
"Can not find the associated product information","Can not find the associated product information"
"Can not find the associated user information","Can not find the associated user information"
"The product is not set as multicurrency","The product is not set as multicurrency"
"The amount of the transaction is not in a correct format","The amount of the transaction is not in a correct format"
"The original amount of the transaction is not in a correct format","The original amount of the transaction is not in a correct format"
"The card does not have the correct format","The card does not have the correct format"
"The expiry date of the card is not in a correct format","The expiry date of the card is not in a correct format"
"Can not initialize the service","Can not initialize the service"
"Can not initialize the service","Can not initialize the service"
"Method not implemented","Method not implemented"
"Can not initialize the service","Can not initialize the service"
"Service can not be completed","Service can not be completed"
"OperationCode parameter missing","OperationCode parameter missing"
"bankName parameter missing","bankName parameter missing"
"csb parameter missing","csb parameter missing"
"userReference parameter missing","userReference parameter missing"
"Can not find the associated FUC","Can not find the associated FUC"
"Duplicate xref. Pending operation.","Duplicate xref. Pending operation."
"[DS_]AGENT_FEE parameter missing","[DS_]AGENT_FEE parameter missing"
"[DS_]AGENT_FEE parameter is not in a correct format","[DS_]AGENT_FEE parameter is not in a correct format"
"DS_AGENT_FEE parameter is not correct","DS_AGENT_FEE parameter is not correct"
"CANCEL_URL parameter missing","CANCEL_URL parameter missing"
"CANCEL_URL parameter is not in a correct format","CANCEL_URL parameter is not in a correct format"
"Commerce with secure cardholder and cardholder without secure purchase key","Commerce with secure cardholder and cardholder without secure purchase key"
"Call terminated by the client","Call terminated by the client"
"Call terminated incorrect attempts exceeded","Call terminated incorrect attempts exceeded"
"Call terminated operation attempts exceeded","Call terminated operation attempts exceeded"
"stationID not available","stationID not available"
"It has not been possible to establish the IVR session","It has not been possible to establish the IVR session"
"merchantCode parameter missing","merchantCode parameter missing"
"The merchantCode parameter is incorrect","The merchantCode parameter is incorrect"
"terminalIDDebtor parameter missing","terminalIDDebtor parameter missing"
"terminalIDCreditor parameter missing","terminalIDCreditor parameter missing"
"Authorisations for carrying out the operation not available","Authorisations for carrying out the operation not available"
"The Iban account (terminalIDDebtor) is invalid","The Iban account (terminalIDDebtor) is invalid"
"The Iban account (terminalIDCreditor) is invalid","The Iban account (terminalIDCreditor) is invalid"
"The BicCode of the Iban account (terminalIDDebtor) is invalid","The BicCode of the Iban account (terminalIDDebtor) is invalid"
"The BicCode of the Iban account (terminalIDCreditor) is invalid","The BicCode of the Iban account (terminalIDCreditor) is invalid"
"operationOrder parameter missing","operationOrder parameter missing"
"The operationOrder parameter does not have the correct format","The operationOrder parameter does not have the correct format"
"The operationAmount parameter does not have the correct format","The operationAmount parameter does not have the correct format"
"The operationDatetime parameter does not have the correct format","The operationDatetime parameter does not have the correct format"
"The operationConcept parameter contains invalid characters or exceeds 140 characters","The operationConcept parameter contains invalid characters or exceeds 140 characters"
"It has not been possible to record the SEPA operation","It has not been possible to record the SEPA operation"
"It has not been possible to record the SEPA operation","It has not been possible to record the SEPA operation"
"Can not create an operation token","Can not create an operation token"
"Invalid scoring value","Invalid scoring value"
"The language parameter is not in a correct format","The language parameter is not in a correct format"
"The cardholder name is not in a correct format","The cardholder name is not in a correct format"
"The card does not have the correct format","The card does not have the correct format"
"The month does not have the correct format","The month does not have the correct format"
"The year does not have the correct format","The year does not have the correct format"
"The cvc2 does not have the correct format","The cvc2 does not have the correct format"
"The JETID parameter is not in a correct format","The JETID parameter is not in a correct format"
"The splitId parameter is not valid","The splitId parameter is not valid"
"The splitId parameter is not allowed","The splitId parameter is not allowed"
"This terminal don't allow split transfers","This terminal don't allow split transfers"
"It has not been possible to record the split transfer operation","It has not been possible to record the split transfer operation"
"Original payment's date cannot exceed 90 days","Original payment's date cannot exceed 90 days"
"Original split tansfer not found","Original split tansfer not found"
"Total reversal cannot exceed original split transfer","Total reversal cannot exceed original split transfer"
"It has not been possible to record the split transfer reversal operation","It has not been possible to record the split transfer reversal operation"
"Ecommerce Info","Ecommerce Info"
"Data to show below the payment form","Data to show below the payment form"
"Save card for future purchases.","Save card for future purchases."
"Card data is protected by the Payment Card Industry Data Security Standard (PCI DSS).","Card data is protected by the Payment Card Industry Data Security Standard (PCI DSS)."
"Iframe Height (px)","Iframe Height (px)"
"Iframe height in pixels (Min 440)","Iframe height in pixels (Min 440)"
"Enable PAYCOMET - Paypal","Enable PAYCOMET - Paypal"
"Enable PAYCOMET - Bizum","Enable PAYCOMET - Bizum"
"Enable PAYCOMET - Ideal","Enable PAYCOMET - Ideal"
"Enable PAYCOMET - Klarna","Enable PAYCOMET - Klarna"
"Enable PAYCOMET - Giropay","Enable PAYCOMET - Giropay"
"Enable PAYCOMET - MyBank","Enable PAYCOMET - MyBank"
"Enable PAYCOMET - Multibanco","Enable PAYCOMET - Multibanco"
"Enable PAYCOMET - Trustly","Enable PAYCOMET - Trustly"
"Enable PAYCOMET - Przelewy24","Enable PAYCOMET - Przelewy24"
"Enable PAYCOMET - Bancontact","Enable PAYCOMET - Bancontact"
"Enable PAYCOMET - EPS","Enable PAYCOMET - EPS"
"Enable PAYCOMET - Tele2","Enable PAYCOMET - Tele2"
"Enable PAYCOMET - Paysera","Enable PAYCOMET - Paysera"
"Enable PAYCOMET - PostFinance","Enable PAYCOMET - PostFinance"
"Enable PAYCOMET - QIWI","Enable PAYCOMET - QIWI"
"Enable PAYCOMET - Yandex Money","Enable PAYCOMET - Yandex Money"
"Enable PAYCOMET - MTS","Enable PAYCOMET - MTS"
"Enable PAYCOMET - Beeline","Enable PAYCOMET - Beeline"
"Enable PAYCOMET - Paysafecard","Enable PAYCOMET - Paysafecard"
"Enable PAYCOMET - Skrill","Enable PAYCOMET - Skrill"
"Enable PAYCOMET - WebMoney","Enable PAYCOMET - WebMoney"
"Enable PAYCOMET - Instant Credit","Enable PAYCOMET - Instant Credit"
"Quick and paperless process with the confidence of Banco Sabadell. Have your ID at hand to process the financing","Quick and paperless process with the confidence of Banco Sabadell. Have your ID at hand to process the financing"
"Configure","Configure"
"Close","Close"
"Upper limit","Upper limit"
"Lower limit","Lower limit"
"Hash simulator","Hash simulator"
"Show on product page","Show on product page"
"Show on cart","Show on cart"
"Show on checkout","Show on checkout"
"All Allowed Countries","All Allowed Countries"
"Specific Countries","Specific Countries"
"Password","Password"
"Environment Simulator","Environment Simulator"
"Test","Test"
"Production","Production"
"Entity","Entity"
"Reference","Reference"
"Valid Cards","Valid Cards"
"Invalid Cards","Invalid cards"